cpu_label,item_id,simulated_delay_ms,end_to_end_ms,server_embedding_ms,server_similarity_ms
0.1,Q_001,5,40898.893100030255,38743.4478039977,1598.7721279998368
0.1,Q_002,5,41996.378400009125,41691.439471000194,0.1173189994005952
0.1,Q_003,5,43897.3996000085,42600.89134699956,0.13409199891611934
0.1,Q_004,5,43596.22160001425,42500.56537599812,0.10915899838437326
0.1,Q_005,5,54396.264000034425,53199.810121001065,0.10379600280430168
0.1,Q_006,5,39496.99640000006,38699.58075300019,0.09633099762140773
0.1,Q_007,5,40394.54189996002,39199.824703999184,0.14938499953132123
0.1,Q_008,5,40697.508700012695,39999.91097400198,0.11052600166294724
0.1,Q_009,5,39496.70379998395,38699.81310499861,0.11277600060566328
0.1,Q_010,5,39498.15430002753,38999.75412200001,0.11528899995028041
0.1,Q_011,5,40696.72930001514,39900.2531829974,0.14643900067312643
0.1,Q_012,5,40797.61249996489,40200.389223002276,0.11572999937925488
0.1,Q_013,5,39997.80639999779,39300.55622299915,0.074997002229793
0.1,Q_014,5,41695.65699999919,41100.82412799966,0.17469100203015842
0.1,Q_015,5,41298.00890001468,40699.87902000139,0.12264399993000552
0.1,Q_016,5,41096.97680000216,40500.412386998505,0.12667500050156377
0.1,Q_017,5,39296.97389999172,38890.49838899882,0.0747660014894791
0.1,Q_018,5,40997.39869997837,40400.6631930024,0.11246799840591848
0.1,Q_019,5,37697.07069999538,36599.97648299759,0.11882099715876393
0.1,Q_020,5,41196.98159995722,39899.96369800065,0.11483300113468431
0.25,Q_001,5,11614.57100003725,11159.659491000639,200.61617300234502
0.25,Q_002,5,12099.235399970785,11800.239461001183,0.1142210021498613
0.25,Q_003,5,6999.319799996447,6700.2195450004365,0.12455399701138958
0.25,Q_004,5,4298.981100025121,3997.941820998676,0.19916800010832958
0.25,Q_005,5,3599.9006999726407,3401.51658099785,97.79411899944535
0.25,Q_006,5,7597.968599987216,7401.242960000673,0.1774100019247271
0.25,Q_007,5,3898.8710000365973,3701.3979719995405,0.07913299850770272
0.25,Q_008,5,5801.071299992036,5601.952413999243,0.06827600009273738
0.25,Q_009,5,6197.127400019672,5702.077979000023,0.10590799865894951
0.25,Q_010,5,5898.695299979299,5791.170921998855,0.09922599929268472
0.25,Q_011,5,3599.982300011907,3400.7670899991354,0.0884020009834785
0.25,Q_012,5,8497.51870001899,8300.91252100101,0.07397100125672296
0.25,Q_013,5,7699.243900012225,7494.7323510023125,0.1004250007099472
0.25,Q_014,5,7699.506399973761,7399.57166000022,0.10217299859505147
0.25,Q_015,5,3098.990399967879,2601.044989998627,0.10237399692414328
0.25,Q_016,5,7397.74459995795,7099.956392998138,0.1781470018613618
0.25,Q_017,5,7300.5662999884225,7094.280101999175,97.55955500077107
0.25,Q_018,5,5198.176800035872,4992.461212998023,0.06681099694105797
0.25,Q_019,5,10499.09980000928,10299.792524998338,0.130517000798136
0.25,Q_020,5,7599.224700005725,7392.5145660032285,0.09970100290956907
0.5,Q_001,5,2954.695300019812,2546.0452050028834,296.1201899997832
0.5,Q_002,5,495.130299993325,487.6146940005128,0.0679219992889557
0.5,Q_003,5,699.6973000303842,691.6348169979756,0.10123600077349693
0.5,Q_004,5,1197.0347000123002,992.8525199975411,0.07559200093965046
0.5,Q_005,5,1302.093599976506,1292.0238619990414,0.08335000165970996
0.5,Q_006,5,1199.001100026071,1191.2232360009511,0.06736700015608221
0.5,Q_007,5,497.6768000004813,489.78331699981936,0.08237700239988044
0.5,Q_008,5,899.540400011465,693.9559929996904,0.11448100121924654
0.5,Q_009,5,800.2988999895751,791.8742809997639,0.1133599980676081
0.5,Q_010,5,1497.3190000117756,1391.7110549991776,0.16612699982943013
0.5,Q_011,5,900.4225000343286,699.2979450005805,0.1358499976049643
0.5,Q_012,5,800.1306999893859,791.5479780021997,0.11570899732760154
0.5,Q_013,5,2097.437599960249,1991.8064509984106,0.10815099813044071
0.5,Q_014,5,898.0103000020608,599.8982380006055,0.10816900248755701
0.5,Q_015,5,403.86529999785125,203.52455399915925,0.08278899986180477
0.5,Q_016,5,596.5307000395842,589.1664560003846,0.06306899740593508
0.5,Q_017,5,1499.8297000373714,1389.7994469989499,0.08655599958728999
0.5,Q_018,5,799.8744000168517,792.5286919999053,0.07789700248395093
0.5,Q_019,5,2198.1067000259645,1991.9472119981947,0.1092650018108543
0.5,Q_020,5,800.7335999817587,792.6718470007472,0.11130900020361878
0.75,Q_001,5,2008.406099975109,1700.7876790012233,198.3674599978258
0.75,Q_002,5,1394.011199993547,1386.451099999249,0.10271800056216307
0.75,Q_003,5,2094.9649999919347,2087.4551230008365,0.0743830023566261
0.75,Q_004,5,1101.0192999918945,1093.3421120025741,0.07031999848550186
0.75,Q_005,5,3302.6738000288606,3290.48431299816,0.06911799937370233
0.75,Q_006,5,3195.583700023126,3187.381442003243,0.13336900155991316
0.75,Q_007,5,1299.6778999757953,1191.3897290032764,99.9730069997895
0.75,Q_008,5,1701.683599962853,1690.184204999241,3.669161000289023
0.75,Q_009,5,1795.4838000540622,1786.3813100011612,0.06472200038842857
0.75,Q_010,5,2698.434500019066,2593.925451998075,0.12360699838609435
0.75,Q_011,5,2500.494899980258,2392.636386997765,0.10939200001303107
0.75,Q_012,5,2699.0198999946006,2691.1304610002844,0.06619899795623496
0.75,Q_013,5,898.6677000019699,797.2441259989864,0.06212199878063984
0.75,Q_014,5,2100.6734999781474,2093.2241730006353,0.07178399755503051
0.75,Q_015,5,1799.54590001842,1692.4321990009048,0.1796889991965145
0.75,Q_016,5,2497.4824999761768,2391.0906429991883,0.06189299892866984
0.75,Q_017,5,2400.448099996429,2392.852495002444,0.06996299998718314
0.75,Q_018,5,2200.2915999572724,2191.6854310002236,0.06479899820988066
0.75,Q_019,5,2000.6747999531217,1902.084620000096,0.0739799979783129
0.75,Q_020,5,2197.3781000077724,1989.4323059997987,0.13575599950854667
1.0,Q_001,5,417.37249999539927,354.5311009984289,2.001021999603836
1.0,Q_002,5,195.56290003936738,92.34244299659622,0.1044569980876986
1.0,Q_003,5,299.59160001715645,291.31863600196084,0.17891999959829263
1.0,Q_004,5,598.4905000030994,590.5040489997191,0.09187300020130351
1.0,Q_005,5,200.09589998051524,191.39571300183889,0.10228199971606955
1.0,Q_006,5,496.0146999754943,301.6290730010951,95.07441200184985
1.0,Q_007,5,103.80909998901188,96.54606300318846,0.07420299880323
1.0,Q_008,5,398.1363999727182,390.686981001636,0.07222500062198378
1.0,Q_009,5,299.45240000495687,291.52482300196425,0.09915799819282256
1.0,Q_010,5,296.74369998509064,288.2715500018094,0.07200199979706667
1.0,Q_011,5,296.4821000304073,288.88134700173396,0.06510700040962547
1.0,Q_012,5,400.09970002109185,296.69767300219974,0.0721789983799681
1.0,Q_013,5,399.52169998548925,296.34965299919713,0.09877199772745371
1.0,Q_014,5,302.5110999541357,294.36946400164743,0.07838199962861836
1.0,Q_015,5,399.3775999941863,391.4909749983053,0.07339600051636808
1.0,Q_016,5,394.8214000510052,291.63126399726025,0.07761400047456846
1.0,Q_017,5,104.45510001853108,96.39846899881377,0.07989000005181879
1.0,Q_018,5,400.3975000185892,392.61733400053345,0.07976999768288806
1.0,Q_019,5,496.84460000833496,486.76173900094,0.13553700046031736
1.0,Q_020,5,500.0134999817237,491.9551980019605,0.06427199696190655
1.5,Q_001,5,295.0006999843754,166.544714000338,10.216672002570704
1.5,Q_002,5,79.38170001842082,71.78786900112755,0.06702600148855709
1.5,Q_003,5,105.63519998220727,98.03753899905132,0.06612200013478287
1.5,Q_004,5,99.8602999560535,92.34159200059366,0.10682799984351732
1.5,Q_005,5,299.03699998511,288.9183890001732,0.07609899694216438
1.5,Q_006,5,99.40450003603473,92.05619200292858,0.0776960005168803
1.5,Q_007,5,97.46180002810434,90.07287400163477,0.06792699787183665
1.5,Q_008,5,100.97560000838712,93.45780099829426,0.1018839975586161
1.5,Q_009,5,101.06440004426986,92.91945099903387,0.10581999958958477
1.5,Q_010,5,194.62630000896752,186.8034040016937,0.080493999121245
1.5,Q_011,5,198.2158000417985,190.80247700185282,0.06970100002945401
1.5,Q_012,5,107.03130001900718,99.58473100050469,0.06349199975375086
1.5,Q_013,5,97.60529995663092,89.6649870010151,0.09737800064613111
1.5,Q_014,5,191.84249999932945,91.90432700052042,0.13058300100965425
1.5,Q_015,5,103.55709999101236,95.72311699957936,0.07453600119333714
1.5,Q_016,5,106.52689996175468,10.894144998019328,0.0639730023976881
1.5,Q_017,5,193.1083999760449,185.6487080003717,0.09971100007533096
1.5,Q_018,5,198.42379999579862,190.39302200326347,0.09902799865812995
1.5,Q_019,5,102.70739998202771,94.859484997869,0.09981599941966124
1.5,Q_020,5,197.77930003590882,190.13994700071635,0.09837699690251611
2.0,Q_001,5,191.34580000070855,71.52654499805067,11.267492998740636
2.0,Q_002,5,83.57210002839565,75.85312000082922,0.06671899973298423
2.0,Q_003,5,96.06679999968037,88.68367700051749,0.07758399806334637
2.0,Q_004,5,98.72150001581758,91.56892000100925,0.07310599903576076
2.0,Q_005,5,197.7257000352256,187.45386699811206,0.06723999831592664
2.0,Q_006,5,99.10250000655651,90.52944099676097,0.1141580032708589
2.0,Q_007,5,98.71739998459816,91.0810669993225,0.06734099952154793
2.0,Q_008,5,106.07789997709915,98.2409739990544,0.10114200267707929
2.0,Q_009,5,96.35499998228624,89.03099500093958,0.06617399776587263
2.0,Q_010,5,102.6410000002943,95.17780499663786,0.06299199958448298
2.0,Q_011,5,97.21450000768527,89.71887599909678,0.06587300231331028
2.0,Q_012,5,100.38910002447665,93.2040749976295,0.06278200089582242
2.0,Q_013,5,102.10620000259951,94.9824470008025,0.08321899804286659
2.0,Q_014,5,97.38899999763817,90.08272800201667,0.09753899939823896
2.0,Q_015,5,100.40569997625425,93.25854299822822,0.07951299994601868
2.0,Q_016,5,98.96289999131113,91.2877259979723,0.06693800241919234
2.0,Q_017,5,97.7073999773711,90.38022499953513,0.06462300007115118
2.0,Q_018,5,99.10689998185262,91.35305000017979,0.07623000055900775
2.0,Q_019,5,99.56840000348166,91.9709679983498,0.07954700049594976
2.0,Q_020,5,102.00529999099672,94.07316200304194,0.06295800267253071
3.0,Q_001,5,179.39720005495474,46.49134599821991,13.553206998039968
3.0,Q_002,5,68.7795000220649,60.94341599964537,0.08567599797970615
3.0,Q_003,5,17.59530003881082,9.86413300051936,0.08164300015778281
3.0,Q_004,5,82.49900000635535,7.040508000500267,0.07193999772425741
3.0,Q_005,5,54.612100003287196,5.745418999140384,0.08429399895248935
3.0,Q_006,5,57.82400001306087,9.449213997868355,0.097541997092776
3.0,Q_007,5,82.89290003711358,8.081306998064974,0.10407399895484559
3.0,Q_008,5,93.3200999815017,43.023673999414314,0.0867589988047257
3.0,Q_009,5,14.710499958600849,6.890295000630431,0.08882899783202447
3.0,Q_010,5,91.04149997700006,39.97253800116596,0.09593000140739605
3.0,Q_011,5,91.62939997157082,84.08690799842589,0.08066800000960939
3.0,Q_012,5,93.92949996516109,8.617431001766818,0.06646199835813604
3.0,Q_013,5,15.102700034622103,7.63722599731409,0.0790209996921476
3.0,Q_014,5,85.47569997143,37.45328999866615,0.08006899952306412
3.0,Q_015,5,55.85900000995025,6.758553001418477,0.0682380014040973
3.0,Q_016,5,54.74479996599257,6.42778399924282,0.08159699791576713
3.0,Q_017,5,86.18039998225868,37.49616899949615,0.06742299956385978
3.0,Q_018,5,55.83570000715554,6.1680959988734685,0.09300999954575673
3.0,Q_019,5,57.824299957137555,9.108954996918328,0.06649800343438983
3.0,Q_020,5,83.03939998848364,31.8464119991404,0.06759600000805221
4.0,Q_001,5,176.48640000959858,47.01048199785873,13.112081000144826
4.0,Q_002,5,15.236599948257208,7.618546002049698,0.09474800026509911
4.0,Q_003,5,59.31720003252849,9.402159001183463,0.24139800007105805
4.0,Q_004,5,57.882099989801645,8.007755997823551,0.07304300015675835
4.0,Q_005,5,71.55220000538975,20.241170001099817,0.0948470005823765
4.0,Q_006,5,59.02699997648597,7.999844001460588,0.08192400127882138
4.0,Q_007,5,59.16020000120625,9.167325999442255,0.06362999920384027
4.0,Q_008,5,60.491500010248274,7.977370998560218,2.278637002746109
4.0,Q_009,5,60.603799992240965,11.28779700229643,0.1271700020879507
4.0,Q_010,5,56.10589996911585,8.21346100201481,0.06716499774483964
4.0,Q_011,5,54.83819997869432,6.54417999976431,0.06626100002904423
4.0,Q_012,5,56.06240004533902,6.976055999984965,0.06356499943649396
4.0,Q_013,5,55.76170002575964,7.336786999076139,0.06422600199584849
4.0,Q_014,5,54.62449998129159,6.73778000054881,0.06276200292631984
4.0,Q_015,5,56.64040002273396,7.155858002079185,0.06373300129780546
4.0,Q_016,5,60.19560002721846,7.798722999723395,0.0628729976597242
4.0,Q_017,5,54.85940002370626,7.208474002254661,0.0836670005810447
4.0,Q_018,5,55.78250000951812,7.38609399923007,0.06369199763867073
4.0,Q_019,5,57.01349995331839,8.301016998302657,0.06448299973271787
4.0,Q_020,5,57.63510002987459,7.5130509976588655,0.08138200064422563
6.0,Q_001,5,118.7624999973923,38.187637997907586,1.715500999125652
6.0,Q_002,5,14.87800001166761,7.444688999385107,0.08592499943915755
6.0,Q_003,5,55.42550002690405,7.590615001390688,0.0703410005371552
6.0,Q_004,5,55.218300020787865,6.717182001011679,0.07239899787236936
6.0,Q_005,5,67.29570001596585,18.66243499898701,0.0915079981496092
6.0,Q_006,5,56.63689999608323,7.591751000290969,0.06736800060025416
6.0,Q_007,5,56.55719997128472,8.18366400199011,0.07278600241988897
6.0,Q_008,5,59.372900049202144,8.054306999838445,0.07322099918383174
6.0,Q_009,5,61.34589999681339,10.028831999079557,0.06787900201743469
6.0,Q_010,5,56.79230001522228,7.557175002148142,0.06619499981752597
6.0,Q_011,5,54.26440003328025,6.600749999051914,0.06824799856985919
6.0,Q_012,5,58.89799998374656,9.469107000768417,0.06466899867518805
6.0,Q_013,5,59.12629997590557,8.74898099937127,0.06510900129796937
6.0,Q_014,5,60.67759997211397,9.071844000573037,0.06449899956351146
6.0,Q_015,5,59.46389998542145,9.96992699947441,0.10147200009669177
6.0,Q_016,5,59.53389999456704,10.074740999698406,0.06540799950016662
6.0,Q_017,5,57.08910000510514,7.404536998365074,0.07028899926808663
6.0,Q_018,5,62.73920001229271,7.166802999563515,0.07511799776693806
6.0,Q_019,5,61.89910001819953,13.010548002057476,0.06802200005040504
6.0,Q_020,5,57.8329000226222,8.162561000062851,0.06604499867535196
test,Q_001,5,55.41299998993054,7.146711999666877,0.09898799908114597
test,Q_002,5,55.29719998128712,6.596551000257023,0.08657299986225553
test,Q_003,5,55.39560003206134,7.020081000518985,0.0838919986563269
test,Q_004,5,54.74950000178069,6.635056000959594,0.06608199691982009
test,Q_005,5,57.106000017374754,7.462043999112211,0.0656689990137238
test,Q_006,5,54.994399945717305,6.794283999624895,0.06323100024019368
test,Q_007,5,58.17919998196885,9.945958998287097,0.07741000081296079
test,Q_008,5,58.260100015904754,7.589950000692625,0.06821500210207887
test,Q_009,5,61.541600031778216,9.902547997626243,0.06483900142484345
test,Q_010,5,56.379700016696006,6.845062998763751,0.06977399971219711
test,Q_011,5,57.86799999885261,9.097984002437443,0.09176000094157644
test,Q_012,5,65.0546000059694,14.406905000214465,0.07119599831639789
test,Q_013,5,56.4238000032492,7.2410319990012795,0.07696499960729852
test,Q_014,5,59.00489998282865,9.91874100145651,0.07389199890894815
test,Q_015,5,58.16479998873547,8.818358001008164,0.06512500112876296
test,Q_016,5,58.56770002981648,7.682977000513347,0.07469000047422014
test,Q_017,5,58.37599996710196,7.634798999788472,0.06432400186895393
test,Q_018,5,61.51999998372048,5.79868400018313,0.07108899808372371
test,Q_019,5,58.60579997068271,8.24223200106644,0.06687499990221113
test,Q_020,5,65.12579996604472,14.422355998249259,0.09422600123798475
